id,text,label
2708,தமிழ் நாட்டில் இருந்துகொண்டு இவனுங்க நல்லா இருக்கானுங்க.அவனுங்க ஊர்க்கு போய்பாருங்கள் தெரியும் தமிழ் பேசும் மக்களைக் கண்டாலே திட்டு வானுங்க அடிப்பானுங்க.,1
2816,"nirbhaya case la oruthan tha bihari, matha culprits rajasthan,up,mp ku sendhavange.",1
144,"தமிழர்களுக்கு ஒரு லட்சம் வேலைகள் பறிபோகும் இந்த முட்டாள்கள் தங்கள் சொந்த இடத்திற்கு உதைக்கப்படுவார்கள் தமிழர்கள் இந்த தோழர்களால் துரோகிகள் முதலில் வடக்கிலிருந்து தெற்கு நோக்கி ரயிலை நிறுத்துங்கள் பயனற்ற தோழர்களே
",1
6140," @comments_videos  née dubai ku poidu.. thirumba vandudatha.. 😁😁 dubai la reservation kadaikumma .. check panikoo.. maan kari, maatu kari kidaikum, but no panni kari and reservation",1
2022,"இதில் உடன்பாடு கொண்டவர்கள் ஒரு ""விருப்பத்தையோ"" 👍 உங்கள் கருத்தையோ பதிலாக இடுங்கள். இச்செய்தியை (பிற தளங்களிலும் உள்ள) உங்களுக்குத் தெரிந்தவர்களிடமும் நண்பர்களிடமும் , குறைந்தது இரண்டு பூட்டியூப் காணொளிகளிலும் கட்டாயம் *பகிர்ந்திடுங்கள்*. பலரும் இதைப்படித்து தமிழ் வளர்ச்சியில் பங்குபெறுவார்கள் என நம்புவோம். பகிர்ந்துகொள்வதற்கான இணைப்பு",0
5024,Correct correct they  portrait them good... Thamizh gethithan athogethi,0
3023, @iamDRMONK  Mumbai North a?,0
5504,Ellarum 10 varusam 15 varusam soldranga ithellam nambura mathiriya iruku,0
6107,திருட்டு திமுக செய்யும் கலவரங்கள்,1
68,மீட் இதெல்லாம் ஊழல் தமிழ்நாட்டில் நடக்குது உண்மையா அக்கா சேவல்கள் தமிழ்நாட்டுக்கு வராது எங்க வீட்ல விபச்சாரிகளை அடிக்க தமிழ்நாட்டுல விபச்சாரிகளை உண்பது இந்த வங்கி போன்றது தான் குடிப்பதில் கற்றுக்கொள்வது எப்படி இந்திக்கு சாராயம் வேலை செய்யாது சிதாய் மணிக்கட்டில் எவ்வளவோ வேலையும் ஜெய் இதெல்லாம் தப்பு நடக்குது தயவு செய்து தமிழக அரசில் நடந்ததை வைத்து இப்படி எல்லாம் தவறாக நடக்க விடாதீர்கள் அல்லது தமிழகம் ஒவ்வொரு மனிதனையும் பழிவாங்கியது,1
5230, @manirathnam721  12மணி நேர வேலைக்கு 300 மிக குறைவு சார் 500ஆவது வேண்டும் அவரும் மனைவி மக்களோடு வாழ வேண்டாமா ஏழைகள் படிக்காதவர்கள் பாடு மிக சிரமாக வாழ்க்கை கழிகிறது மிகவும் வருந்துகிறேன் மக்கள் பாவம்,0
226,I remeber u I'm a subscriber when u are at 10 K ..Now u are 2l.. I'm happy.. continue giving new content,0
7148,BBC க்கு எப்போதும் அடுத்தவனை நக்கறது தான் வேலை.,1
1577,"எந்த வேலையும் செய்யாலாம் அப்டின்னு நீ இப்போ சொல்ற, அததான் மோடி வடை சுடுங்க நு சொன்னப்போ , என்ன கிண்டல் பண்ண நீ.",0
5385,You people had to make hindi speek spoke both Hindhi to explain to north india t v news.,0
4091,பிறமொழி பேசும் மக்களிடம் வரவு (கடைகளில் எந்த பொருளும் வாங்காதீர்கள்)செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,1
6135, @comments_videos   annaithu jaathi archargar agalam .... ippo yaaru da pichaiku allaiyurra,0
2623,Tamil Nadu la erunda tamil naku support pannunga...,0
2544,Appo naga kadai settu  hindi heroine ellame vadankan  thaney avangala eppdi allow panranga,1
3847,"நம்ம தமிழர்கள் கொலை, கொள்ளை, கற்பழிப்பு, பிரச்சனைக்கெல்லாம் எவனும் போறது இல்ல",0
5628,தமிழ்நாடு காரைக்குடி ஊம்பிட்டு தெரிய வேண்டியதுதான்,1
7358,Sun TV anchor Yerira Neruple Nai uthran .... Dravidian atheist  party dane 😂😂😂😂😂,0
699,Tamil nadu becomes to next srilanka,0
5602,"How nice they speak Tamil, very nice",0
7044,Thirutanukku inoru thirutan kidacha santhosam than.,0
5589,அமைதிப் பூங்காவாக இருக்கும் தமிழ்நாட்டில் கலவரத்தை ஏற்படுத்த முயற்சி செய்த பிஜேபி காரனை செருப்பால் அடித்த மாதிரி வடமாநிலத்தவர்கள் பதில் சொல்லி விட்டார்கள்.. பிஜேபியின் உண்மை முகம் வடமாநில மக்களுக்கும் நன்கு தெரிந்து விட்டது... மக்களுக்குள் பிரிவினையை ஏற்படுத்தி மதவாதத்தை தூண்டி கலவரத்தை ஏற்படுத்தி அதில் குளிர்காயும் பிஜேபியை தமிழ்நாட்டில் மட்டுமல்ல இந்தியாவில் இருந்து விரட்டப்பட வேண்டும்..,1
6461," @user-pm3ol6oc9z  பக்கத்துவீட்டு அப்பா சிவப்பா அழகா இருக்காருன்னு, அவன் பேர் வைத்திருக்க நாயே
 நீ பேசாத டா..",1
5134,Adalam chumma 10 %  humanity irukanga,0
6746,அன்ணாச்சி ஒழங்கா கேள்வி கேட்கனும்.ஜாக்கிரதை.,1
6672,I am Tuluva Vellala/Arcot Mudaliar. We're not south side agambadiyar people. Sorry. We look different and our values are different.,0
7477,Ennudaiya thaithamilil vantha thenkilaiye vuyarnthathu,0
6972,நமது நாட்டில் தான் பெரும்பான்மையானவர்கள் பிற்படுத்தப்பட்டோர் களாக இருக்கிறார்கள்.எதில்?,0
5127, @krmanirethnam  See today news jallikattu cow stolen in lorry by haryana 10 culprits.5 caught.some escaped attacking police.nalaki unnod veetu doora thattuvaan.DHEERAN PART 2 manirethnam veetula dhaan shooting nadakum😂,0
7565,முதலில் பேட்டி எடுப்பவர் அதிகாரமாக கேள்வி கேட்காதீர்கள்...எதிரில் இருப்பவர்களின் வயதிற்கும் தகுதிக்கும் மதிப்பு குடுத்து பேசுங்கள்,0
7268,கோவிலை கட்டுனது யாரு அதுக்கு நீங்க சண்டை போடுறீங்க ஏன்டா டேய்,0
4567,🤣🤣vadakans logic depends on fingers,0
6579,சரி சரி பேசிக்கிட்டே வண்டில ஏறுங்க போகலாம் டாக்டர் வெயிட் பண்ணுறாங்க,0
6663,Yeoww.... Mukkulamnney sollunga ya ellam onnuthan 💯❤,0
5509,வடமாநில தொழிலாளர்கள் இல்லாமல் எப்படி இருந்ததோ அப்படியே இருக்கட்டும் தமிழ்நாடு தமிழ் நாடாகவே இருக்கட்டும் அதுதான் தமிழ் மக்களுக்கு பாதுகாப்பு,1
6042, @thangadurai7580  தங்கதுரை இதற்கு பெயர் தான் தீண்டாமை அதை ஆதிரிக்காதீர்‌,0
3365,தமிழகத்தை. தமிழன்.தான்.ஆளவேண்டும்,0
5776,அடுத்தவன் வீட்டு தின்னையில் படுப்பது என்பது விரிவாக்கம் பெறுகிறது.ஆனால் இது தமிழர்களுக்கு பொருந்தாது.சரியான போர் இப்போதுதான் தொடங்க வேண்டும் .தமிழ்நாட்டை பற்றி எப்படிப்பட்ட சிந்தனை இவர்களுக்கு வந்தது.? காரணம் யார்??😠😠,0
5445,Enda ula irukera tamilaruke patukapu kudukamatanunga vada manitavanuku kudupangala tui.,1
6876, @VigneshVignesh-vg6kh prostitute magane nee enna caste nu sollama ommala Inga vandhu un thevdiya puranam paadura kallar ah illa maravar ah adha sollu first prostitute son sollu my son.,1
914,"தலைநகர் சென்னை, சௌகார்பேட்டை தம்புச்செட்டித் தெருவில் மட்டும் சுமார் 1.5 லட்சம் வட இந்தியர்கள் ஊடுருவியுள்ளனர். தங்க கடை, காய்கறி, மளிகை, மீன் கடை முதல் கவுன்சிலர் வரை வட இந்திய பீகாரி, பெங்காலி குஜராத்தி, மார்வாடிகளே.",1
1989,முதலில் பிற மாநிலத்தவர்களுக்கு ஓட்டு உரிமை கொடுக்க கூடாது பிற மாநிலத்தவர்கள்  நிலம் வாங்க கூடாது என்று சட்டம் கொண்டு வரவேண்டும்,0
462,இங்க வேற வேற மொழி பேசினாளும் வேற வேற மாநிலமா இருந்தா லும் எல்லோரும் இந்தி எண்ணும் கூட்டுக்குள் ஒற்றுமை யோடு இருக்கிறார்கள். உதாரணம். ஒன்றைலட்சம் பேர் இருப்பது இது வரை வெளிய தெரியலஇந்த ஒற்றுமை ஏன் நம்மிடம் இல்லை. அங்க இருந்த தமிழ் மக்கள் எங்கே இவர்களின் வாக்கு உரிமை. ஆதார் கார்டு எந்த முகவரி. இவர்களுக்கா க கொண்டு வந்த து தான். ஒரே நாடு ஒரே ரேஷன் அட்டை. இதற்கு விளக்கு பிடித்தவன் தான். ஓ பி எஸ்,0
369,தமிழ்நாட்டின் தலையெழுத்து மாற வேண்டுமென்றால் சீமான் அண்ணன்  நாம் தமிழர் கட்சிக்கு ஒரு வாய்ப்பு தாருங்கள்💯👍👍👍👍👍🙏😭,0
7456,ஹரியும் சிவனும் ஒன்னு அறியாதார் வாயில் மண்ணு என்கின்ற பழமொழி சொல்வார்கள் ஆன்மீக குளறுபடிகளுக்கு வட கலை தென் கலை குளறுபடிகளுக்கு நீதிமன்றம் தான் நியாயமான நீதி வழங்க வேண்டும் நீதிமான் என்றாலே சனீஸ்வரன் தானே உடைகளையும் பெண்களையும் ஒன்றாக செயல்பட அந்தக்காலத்திலேயே ஆழ்வார்கள் சொல்லிவிட்டார்கள் ஆனால் இப்போது வடகலை தென்கலை பின்பற்றும் மக்கள் நான்தான் பெரியவன் என்கின்ற அகங்காரத்தோடு இரு பிரிவினரும் முட்டிமோதி கொண்டுள்ளார்கள் இதனால் நாட்டுக்கு எந்த விதமான பிரயோஜனமும் இல்லை வேலைவாய்ப்பு இல்லை உணவு உற்பத்தியில் தன்னிறைவு அடையவில்லை விவசாயம் பின்தங்கியுள்ளது விலைவாசி ஏற்றமாக உள்ளது நம்ம நாட்டை பற்றி கவலைப்பட மக்கள் சொற்பமே,0
2116,Appadina mumaila tamilans vachurukaru kadaya udacha Inga yenna pannuva Inga set kadai comy Mumbai la pathi kadai tamilanodadhu.,0
7631,இதெல்லாம் ஒரு நாடகம் தான் மக்களாகிய நாங்கள் சிரிச்சி ஜாலி ஆக இருப்போம் 😂😂😂😂😂😂😂😂😂,0
7261,நாமம் போட்டவனின் கைவாட்டத்தால் வந்த வினை தானே ஒழிய வேறொன்றுமில்லை.இதற்கு இவ்வளவு அழிச்சாடியமா.ஆண்டவன் தீர்த்து வைக்கனும்.,0
4574,தமிழ் துரோகி.... பீ திங்கிறவன் போல அவன போய் பேட்டி ஏடுக்குறான்,1
7440,திமுக மற்றும் அதிமுக வை ஒப்பிலாமா? எது உயர்ந்த கட்சி?,0
1524,நாம் நம் உரிமை கேட்டதற்கு இந்த திராவிட போலீஸ் நாய்கள் நம் மீது கடிக்க வரும் பாயும் மானங்கெட்ட ஜென்மங்கள்,1
3866,Yen da ivlo kastsapatanga appo varala ippo vandhu yamatha pakiringala tamilan kasta padutha padum bothu varala hindhi karanuku problem odabea vara ne manusana sethuru,1
212,Kasta padura hinthi karana vittudunga ana rool pesura they paiyanungala adiche oda vidunga illanan avlo than anupavathula soltran 👍👍👍,1
703,எந்த ஒரு கோவெர்மென்ட் வந்தாலும் தமிழ் நாடு ல vadaknas வரது யாராலும் தடுக்க முடியாது யானா எல்லாம் கோவெர்மென்ட்  dvd பசங்க,0
2103,Andha dislike poota 104 thevudiya pullaiga seettu pundaingala thaan irupainga,1
7211,நீ ஏன்டா சண்ட போடுறீங்க nu கேட்டா. .அவாள போய் கேலும் ஓய் nu oru பதில் வேற.. அவா நாங்க போலி மதம் nu othukitta நீங்களும் othupeala மாமா 🧐??,0
5108,அப்புறம் என்ன.புண்**க்கு பிள்ளையினு RACIST maari potruka??இந்தியன் போட வேண்டியது தான...,0
2428,"Tamil brother you are doing great job , break the leg of all north people who staying in tamil nadu , give them warning and 1 months of time to vacate tamil nadu. Don't allow people from other state to stay in tamil nadu.",0
4286,"தமிழனை எமாற்றி ஏறிமிதித்தகாலம் மாறிப்போச்சி ராஜா அடங்கிஒடுங்கி இருந்துக்கனும் வாழ்ந்துட்டு பொயிடுங்காதமிழினம் ஓர்ரணியில் சேர்ந்துக்கொள்ளும் கூடிய விரைவில்,அப்ப எவரும் தாங்கமாட்டிங்க.💪🏻💪🏻💪🏻💪🏻",0
3408,போங்கடா வடக்கன் களா உங்ங்க நாட்டுக்கு,1
3006, @manivannan9781  yepdi ivanunga kuda serndhu beeda pottu thuppanum adhu dhana,1
6512,தெளிவான புரிதலுடனான சிறப்பான விளக்கம். தமிழர் ஒன்றுபடுதலே தமிழக நலன். பாராட்டுக்கள்.,0
6993, @easkkipaandian3335  100 percent true.agamudiar warrior clan.,0
7551,ஊரு ரெண்டு பட்டால் கூத்தாடிக்கு கொண்டாட்டம்,0
4459,அடேய் இந்தியா கிளிட்ஸ் நம் உரிமைகளை அவர்கள் எவ்வளவு பறித்து விட்டார்கள் அதெல்லாம் உங்களுக்கு கண்ணுக்கு தெரியலையா டா ஈன பிறவிகளா,0
6908," @relover9968  sengunthar or kaikolar jaathi name rendu irukku , nee muttal la da , senguntha Kaikola mudaliyar nu theliva irukku , central govt vitta BC caste list ahh eduthu paaru APPA purium , state govt la rendu Vera Vera maathiri kaatuvanga Bec of vote politics , naanga yerkanave Tamilnattu arasiyala andavinga , so marupadium mudaliyargal vanthara koodathunu seira velai ithu",0
915,இவங்களை வெளியே துரத்த தமிழக அரசு நடவடிக்கை ஏன் எடுக்கவில்லை.,1
2411,மார்வாடி போல் உன்னால் ஒரு மாதம் இருக்க முடியுமா அவனைப் போல் உன்னால் தொழில் செய்ய முடியுமா சும்மா தமிழன் தமிழன் சொல்லி நாம எல்லாம் அறிவை இழந்து விட்டு நிற்கிறோம்,1
2070,பெரும்பாண்மை கூட்டம் சிறுபான்மை யை தாக்குகிறது,0
5595,டேய் தமிழனுக்கு எதிராக வட மாநில தொழிலாளர்களுக்கு பாதுகாப்பு கொடுக்கிறாங்களா ....,1
2619,Bro vazhurathuku vazhi illamal sontha pathankalellam vittu pirinchu kashtapadutanunka. Nammalum apdi tha,0
7663,ellam mada punda movanuga:goat-turquoise-white-horns::goat-turquoise-white-horns::goat-turquoise-white-horns: hindusim alicathey intha iyer pundais thhaaan,1
6022,Unmaiyavea ivangaluku onnum knowledge Ila bro..,0
2948, @mragul325  dei oru ponnu kitta eppidi pesunumo teriyathu,1
6626,"நாங்களும் டெல்டா மாவட்டத்தில் இருந்து கொங்கு பகுதியில் இருந்து தென்னகம் முழுவதும் பரவி வாழ்ந்து கொண்டிருக்கிறோம் ஏறக்குறைய ஒன்னரை கோடி மக்கள் இருக்கிறோம் எனவே எங்களுக்கும் 10 சதவீதத்திற்கும் மேலான அதாவது 14% இடப்பங்கீடு வேண்டும் இல்லை என்றால் அனைவரும் முஸ்லிம் மதத்திற்கு மாறி விடுவோம் என்பதை தெரிவித்துக் கொள்கிறோம் முடியுமா முடியாதா திராவிட கதை கருத்தை முதன்முதலில் தமிழகத்தில் உடைத்தது டாக்டர் கிருஷ்ணசாமி அதேபோல எந்த ஒரு பிரதமர் வந்தாலும் அவர்களை வரவேற்பதற்கு திரு ஜான் பாண்டியன் சென்றதில்லை ஆனால் இன்று சென்றிருக்கிறார் எங்களை வைத்து இத்தனை விஷயங்களை பிஜேபி காய் நகர்த்தி வந்த கூட எங்களுக்கு பட்டியல் வெளியேற்றம் தராமல் இதோ கோப்பு மேசையில் இருக்கிறது இதோ அடுத்த மாதம் இந்த தேதி அந்த தேதி அமலா கிவிடும் ஆகிவிடும் என எங்களை நோகடிப்பது எங்களுக்கு நன்றாக தெரிகிறது ஒரே நாளில் நோட்டை மாற்றிய பிஜேபி ஒரேநாளில் 370 காஷ்மீர் சரத்தை மாற்றிய பிஜேபி ஒரே நாளில் பாபர் மசூதி ராம ஜென்ம பூமி என ஓடிக்கொண்டிருந்த வழக்குகளை முடித்து வைத்து பிஜேபி மிகத் துணிச்சலாக பொருளாதாரத்தை கவனத்தில் கொள்ளாமல் நாடு முழுவதும் அறிவித்த பிஜேபி  அரை மணி நேரத்தில்  ஆயிரம் கோடிகளை வருமான வரித்துறையில் அள்ளியே பிஜேபி 6 மணி நேரத்தில் தென்னிந்திய மாநில காண தேர்தல் தேதி அறிவித்த பிஜேபி இரண்டு மணி நேரத்தில் குறிப்பிட்ட சமூகத்திற்கு இட ஒதுக்கீடு கொடுத்த அதிமுக பிஜேபி அரசு ஏன் இவர்களை மட்டும் இப்படி படிப்படியாய் உயிரை வைத்து ஊனத்தை
 வடிக்கிறது இந்த ஒற்றை சமூகத்தை வைத்து திராவிடத்தையும் திமுகவையும் எதிர்ப்பது போன்ற ஒரு மாய பிம்பத்தை ஏற்படுத்தி மற்ற சமூகங்களை வளர்த்துவிட்டு அதே திராவிட பாணியில் இவர்களை வைத்து விட்டு விடுவது அவர்களின் இலக்கு என்பது நன்றாக தெரிகிறது",0
2851,"டேய் பைதியங்களா அவன அரசியல் படுதுங்கட அத விட்டு லூசு புண்ணாக்கு மாரி கேள்வி கேட்டுக்கிட்டு இருக்க. உன் government எதுத்து போராட்டம் பண்ணல ஏன் கேள்வி கேக்க மற்றிங்க, எப்போ நிலை மாறும் அப்டின்னு கேகுரத விட்டுட்டு கேகுரன் கேனையன் போல",0
4510,"உட்கார இடம் கேட்டான் 🙁🙂கொடுத்தேன்  வந்தாரை வாழ வைக்கும் தமிழ் நாட்டை சேர்ந்தவன்😎😇 என்பதால்., அவன் உட்கார மட்டும் தான் செய்வான் என்று 🤔நினைத்தேன்.,அவன் புத்தியை 😈☠️காட்டி விட்டான்., என் இடத்தில் வந்து அவன் குடும்பத்தோடு 👨‍👩‍👦‍👦👨‍👩‍👧‍👧👨‍👩‍👧‍👦வந்து படுத்து கொண்டான் அவன் யார்?",0
1992,"ஈழத்தில் நடந்தமாதிரி இங்கு அடித்தலும் திராவிடம் பின்னல் போறது மாத்த முடியாது 
தமிழன் வராமல் மாற்று இனத்தவன் தமிழனை ஆளலாம் 
அனைத்தையும் உடைத்தெறிந்து வெல்வோம்",0
7867,எந்த பெரியார் தமிழை எதிர்த்து பேசினாரோ அதே பெரியார் தான் தன் தவறை உணர்ந்து தன் சொந்த செலவில் சொல்லும் இடமெல்லாம் பட்டி தொட்டி எங்கும் திருக்குறளை பரப்பினார். தமிழை வளர்த்தார்.,0
986,இதற்கு எல்லாம் தீர்வு நாம் தமிழர் கட்சியின் ஆட்சியில் மட்டுமே@ 21.39 வடக்கன்ஸ் கவுன்சிலர் ஆகிவிட்டான் ஆனால் கர்நாடகாவில் பூர்வகுடி தமிழர்கள் கவுன்சிலர் கூட ஆக முடியவில்லையே...,0
7842,சன் டிவில  10 ரூபாய் பாலாஜி 350 கோடி வீடு கட்டியதை சொல்ல சொல்லூம் ஓய்,0
3004, @manivannan9781  Thuluku naikalu neenga payama😄😄,1
2750,India glitz admin vadakanudaiya keepku poranthurupann polla,1
6613,"RM K bjp can give this name to mallar people. But mallar people have been using this name  for many centuries in tamil inscriptions and authors books.  But Mr Thangaraj was a member in RSS.  
BJP is doing everything with correct calculation. Ariyan brahmins are dragging all mallar peoples votes. But Most of the time, fight happened between mallar and Ariya brahmins in histories.

Tamil king Raavanan and His son Indiran were paandiyan kings.  Panja paandavargal (5 Paandiyan kings) 

Raamayanam, Mahabharatam  are maalars history. Mallar people must aware with Ariya brahmin RSS (BJP).",1
4301," @srp5285  லூசுப் பயலே இங்க இருக்க சாதிய தீண்டாமை கொடுமையால பாதிக்கப்பட்ட மக்கள் தான் சமதர்ம மார்க்கத்தைத் தேடி தன் வாழ்க்கை நெறியாக ஏற்றுக்கொண்டார்கள்,சாதிய கொடுமை தீண்டாமை இப்ப இருக்குர காலத்ததிலேயே தலை விரிச்சாடுது அப்போ இருக்குர கால கட்டத்துல எப்படி இருந்துருக்கும் யோசிடா மாக்கான்",1
546,அவர்கள் உழைக்க தயாராக இருக்கின்றார்கள்,0
2374, @anantha457  தமிழர அடிச்சுக்கிட்டு தான் இருக்கானுங்க நாம தான் கண்டும் காணாமல் இருக்கோம்.,1
3626,அவனவன் மாநிலத்துக்கு ஓடுங்களடா? தேவையில்லாத விளம்பரம்?,1
10,இவர்கள் நாளைய தமிழ்நாட்டின் அரசியல் சக்தியாக மாறிவருவது நமக்கு பெரும் ஆபத்து💔,1
2135,"Even Seeman fails in politics,he won hearts of millions of people.God bless u Seeman and ur family and friends.",0
4979, @yogeshwaran2530   naa mumbai la dhaan irukkuren,0
3547,Note the point your honour.... 07.04 superb da vadakkan,0
677,"Bro Namma aalungale latcha kanakula Mumbai , Gujarat, Karnataka, delhi la irukanga",0
956,"ஏங்க அவங்கள மாதிரி சம்பளமும் நம்ம ஏத்துக்கிற மாட்டோம், அவங்க தங்கிற இடம் மாதிரி தங்க சம்மதிக்க மாட்டோம், பிறகு எப்படி நமக்கு வேல கிடைக்கும். கொஞ்சம் யோசிங்க தமிழர்களே",0
1765,Than seivathaiyum than latchiyangalaiyum solla vendum pirarai asingamaga pesi arasiyal nadathukirar. Nattil pilavu undakukirar youngesters mathiyil iratta veri undakki pesukirai. Ithu natirku nallathalla. Ellorum amaithiya lifevey virumpuvargal.,0
6949,எப்போதும் ஆதரவு உண்டு அண்ணன். ஆற்காடு அகமுடையார் முதலியார்,0
6651,தமிழ்நாட்டில் இருக்கிற கட்சிகள் எங்களுக்கு ஆதரவு கொடுத்திருந்தால் வட நாட்டுக் காரனுக்கு நாங்கள் ஏன் ஆதரவு தருகிறோம்,0
5971,போய் தொலையட்டும் விடுங்களே.,0
529,GST nu onnu vanthuchu inga irukkura hotel la vadakkana athigama velaiki vatchanga government variea kammipannathan eallam marum,0
4193,நல்லா இருக்கும் ஊரை நாசமாக்க துடிக்கும் நாய் டம்ளர் தும்பிகள்...,0
3576,Meenavan  Elankai  Arasal Sakuran Eatai Yarum pesirikalata  Naikle.!!!?,1
3719,தமிழ் மக்கள் வேலை இல்லாமல் இருக்கிறார்கள் அதற்கு அரசு என்ன பதில்  சொல்லும்?தமிழ் மக்கள் மீது யாருக்கும் அக்கறை இல்லையா....?,1
6158," @kalphanalogu2151  கடை கூட சொந்த பணத்தில் துவங்குவது தான் ஆனால் இன்ன சாதிக்கு மட்டும் தான் பொருள் விற்பனை செய்வேன் என்று சொன்னால் 
வன்கொடுமை சட்டத்தில் ஜெயிலில் இருப்பாய்
முடி திருத்த மறுத்தவர்கள் ஜெயிலுக்கு போனது நினைவிருக்கா",0
1758,Naanum thamilan than itha patha karanatakala enka thamilan kalai suththi valacha mari iruku,0
5454,Tn vitto odungata. Enga etatha nangale pathukarom   neetu yn pechu,1
4801,நீ என் இன துரோகி... நம்ம ஊர் ல வசதி இல்லை னா நம்ம கஷ்டப்பட்டு போராடி தானே அமைத்துகிறோம்... அவங்க ஊர்ல வளர்ச்சி நிதி எங்க டா போகுது... சொல்லு டா துரோகி.... அதை அவனுங்கள கேட்டு போராட சொல்லு... அதை விட்டு இங்க வந்து அடுத்தவன் பொழப்ப கெடுக்காதிங்க....,1
195,"நம் இளைஞர்கள் சினிமா மற்றும் மதுவின் பின்னால் உள்ளனர். அரசியல்வாதிகளால் நாமும் கெட்டுப் போகிறோம்
",0
292,tamilnadu name  maathi வடக்கன் state nu vaikalam,1
4328,இந்த ரோஷத்த ஓட்டு போட போது காட்டுங்க.. நீங்கள் தான் பரம்பரை திமுக ஆச்சே.. ஒரு தெலுங்கு பேசுவோர் தான உங்களுக்கு முதல் அமைச்சர்..வெட்டகமாக இல்லை...75 percent தமிழர் களுக்கு வேலை னு சொல்லி இருக்காங்கள... அப்படி என்றால் இதற்கு முன்னாடி இது கூட இல்லை போல.. நீங்கள் போய் அஜித் விஜய் என்று சண்டை போட்டு கொண்டு இருங்கள்..,0
1194,2026 பிறகு தமிழ்நாட்டில் தமிழன் ஆளுவான் அப்போது vadakans தான போயிடுவாங்க...💯,1
1414,"Hindi Karan kita yarum porul vanga koodadhu ,avangala velaiki veka koodadhu nu rule kondu vandu avangale poiduvanga",1
887, @SaurabhGupta-sn4yv  Lol Western civilization itself got altered considerably due to modernity... Religion and culture are two different things in Europe..,0
1069," @user-ob7ln4fe9z  No bad words dude.  கருத்தை கருத்தால் எதிர்கொள்ள வேண்டும். அப்படி உன்னால் முடியவில்லை என்றால் நீ அறிவில்லாத முட்டாள் என்று சமூகம் சொல்லும்.
நன்றி வணக்கம்",0
1470,பிஜேபி நாய்கள் அழிய வேண்டும்,0
5080, @kingko5678  appidi paatha madrasi kuda kevalmana word illa. Word use panra vidathula irruku racist slur kaaga use panranga vadakkam word,0
3748,"வேலை கிடைத்தவர்களை மட்டும் அனுப்புங்கள்... எல்லோருக்கும் ஐடி கார்டு தனியார் கம்பேனிகளும், அரசிடம் அவர்களின் முழுவிபரம் மற்றும் சொந்த ஊரின் சட்ட ஒழுங்கில் எந்த பிரச்சினைபின்னனி இல்லாத மக்களை, காவல்துறை Noc certificate  கொடுத்திருக்க வேணும். இவ்வாறானவர்களை பணி செய்ய மட்டும் அனுமதிக்க வேண்டும்...  மக்களின் பாதுக்காப்பை அரசு தொலைநோக்கி பார்வையுடனும், பிரச்சினை அறிந்து இவர்களுக்கு கண்ணாக்கிக்க வேண்டிய அவசியம் தேவை தான்...",0
5736,இந்த மீடியகாரனுங்கதான் இவனுங்களா வளத்து விடுகிறனூங்கா இதை தமிழ் தொளிலாலிகள் மீது ்உங்களுக்கு ஏண்டா அக்கரையில்லை,0
5744,இன்று வெளி மாநிலத்தவர்களுக்கு முன்னுரிமை. முதலாளிகளின் மனநிலையில் தொழிலாளர்கள் எப்போதுமே ஒரேமாதிரிதான்.,0
659,"குடும்ப கட்டுப்பாடு என்றால் என்னவென்றே தெரியாது , அடுத்து இளம் வயதிலேயே திருமணம் செய்து வைத்தல் , அடுத்து பயணச்சீட்டு இல்லாமலே பயணிப்பதில் வல்லவர்கள் . ",1
3291,நம்ம இளைஞர்கள் விஜய் அஜித் ரசிகர்களுனு அடிச்சுக்கிட்டு சாவறானுங்க.இந்த கேப்புல அவன் உள்ள வந்துரான்.நம்ம இளைஞர்களுக்கு அறிவு புத்தி வேனும் 🔥🔥🔥🔥🔥🔥,0
7583,நல்லா **த்து தின்னு தின்னு கொழுப்பு ஏறி போய் இருக்கீங்கடா வக்காளி நல்ல வாழக்கடா உங்களுக்கெல்லாம்...🖕🖕🖕😂😂😂,1
1047,I th so singalese  only inhabited  srilanka  first,0
974,"They are in Tamilnadu to earn money even people from India goes to us to earn money 
Is it wrong? ? 
You people killed twoo of our north side brother do our life does not matters 
And 12000 is not good salary. 
If u don't want any of us atleast don't make fun of us. This people thinking how did he get 1 lacs but they don't want to know how many hours he gave to his owners 
Bloody racist tamils",0
7103,Un caste name sollu devar ngrathu caste illa,1
6199,​ @velikirishnanyadav7960  apo yar vandhalum adipingala... En adika venum.,0
7845,சுத்தமான தமிழ்ல பேசுங்கோணா,0
2508,North Indian s Inga varatha pathiyee pesuraaga aana tamilnatlerunthu sambalam pathalnu other state other countries porangale adha pathi evanum pesamaatraanga,1
4383,விழித்துக் கொண்ட புலிகளினம். நாம் தமிழர்.,1
7763,These peoples are fighting for U and Y for their power not for god faith useless peoples,1
1203,Can't see a single north indian in whole video,0
5978,Tiruppur la appadi onnum illai summa poai sollathingal,0
7562,ஓய் பெருமாள் தனக்குத்தானே நாமம் போட்டுகிட்டாரா அல்லது நீங்களே போட்டு விட்டேளா? 😄😄😄 நாமம் போடறதுன்னு ஆகிப் போயிருச்சு எப்படி போட்டுட்டா என்ன??? பேசாம மையக்கலைன்னு ஒண்ண கண்டுபிடிச்சு... ஒரு புதுவிதமான நாமத்தை வரஞ்சு... சமாதானமா போயிருங்களேன்!!! 😄😂🤣,0
